1552.610000,4.0250E-008
1552.614000,2.9860E-008
1552.618000,4.9790E-008
1552.622000,1.7500E-008
1552.626000,6.3670E-008
1552.630000,5.4410E-008
1552.634000,4.1950E-008
1552.638000,4.8590E-008
1552.642000,5.6970E-008
1552.646000,-1.7980E-008
1552.650000,2.3480E-008
1552.654000,2.8180E-008
1552.658000,5.1810E-008
1552.662000,3.0590E-008
1552.666000,5.5000E-008
1552.670000,1.0740E-008
1552.674000,4.2250E-008
1552.678000,1.9250E-008
1552.682000,1.5790E-008
1552.686000,3.8750E-008
1552.690000,1.6470E-008
1552.694000,2.0250E-008
1552.698000,3.6000E-009
1552.702000,4.8250E-008
1552.706000,2.0520E-008
1552.710000,2.2800E-008
1552.714000,5.6490E-008
1552.718000,3.7540E-008
1552.722000,4.3320E-008
1552.726000,2.1000E-008
1552.730000,1.8570E-008
1552.734000,2.4750E-008
1552.738000,3.8450E-008
1552.742000,1.8460E-008
1552.746000,4.7310E-008
1552.750000,5.1360E-008
1552.754000,2.0730E-008
1552.758000,3.5840E-008
1552.762000,2.1160E-008
1552.766000,2.1910E-008
1552.770000,4.7750E-008
1552.774000,4.2410E-008
1552.778000,1.0460E-008
1552.782000,2.6870E-008
1552.786000,1.9120E-008
1552.790000,-1.0240E-008
1552.794000,3.4880E-008
1552.798000,4.1840E-008
1552.802000,1.3720E-008
1552.806000,7.3760E-008
1552.810000,3.5800E-009
1552.814000,4.8290E-008
1552.818000,-7.7580E-009
1552.822000,4.5290E-008
1552.826000,-8.3540E-009
1552.830000,4.8020E-008
1552.834000,1.8910E-008
1552.838000,8.1170E-009
1552.842000,9.4100E-009
1552.846000,1.5330E-008
1552.850000,1.3540E-008
1552.854000,6.6430E-009
1552.858000,1.8500E-008
1552.862000,4.8400E-008
1552.866000,1.9610E-008
1552.870000,3.9090E-008
1552.874000,4.0930E-008
1552.878000,2.1680E-009
1552.882000,1.1080E-008
1552.886000,5.8680E-009
1552.890000,4.2540E-008
1552.894000,6.5840E-009
1552.898000,2.9370E-008
1552.902000,1.9050E-008
1552.906000,3.3610E-008
1552.910000,1.5550E-008
1552.914000,2.6930E-008
1552.918000,-8.2560E-009
1552.922000,2.1070E-008
1552.926000,1.9860E-008
1552.930000,3.5570E-008
1552.934000,2.7680E-008
1552.938000,1.8090E-008
1552.942000,1.1020E-008
1552.946000,1.9250E-008
1552.950000,1.0220E-008
1552.954000,-7.7190E-009
1552.958000,2.3280E-008
1552.962000,-2.3660E-009
1552.966000,-3.9790E-011
1552.970000,2.2270E-009
1552.974000,5.5250E-008
1552.978000,2.1860E-008
1552.982000,4.8730E-009
1552.986000,7.2950E-008
1552.990000,1.3180E-008
1552.994000,3.6160E-008
1552.998000,3.9300E-008
1553.002000,4.9520E-009
1553.006000,3.4230E-008
1553.010000,2.7570E-008
1553.014000,1.9500E-008
1553.018000,-1.3520E-009
1553.022000,7.7190E-009
1553.026000,3.0160E-008
1553.030000,3.3180E-008
1553.034000,4.5150E-009
1553.038000,2.8710E-008
1553.042000,2.4710E-008
1553.046000,8.8330E-009
1553.050000,3.4950E-008
1553.054000,2.0840E-008
1553.058000,3.0090E-008
1553.062000,2.1530E-008
1553.066000,-8.9310E-009
1553.070000,2.2120E-008
1553.074000,5.2570E-008
1553.078000,3.9180E-009
1553.082000,3.0290E-008
1553.086000,1.5510E-008
1553.090000,-2.6410E-008
1553.094000,2.1070E-008
1553.098000,1.4240E-008
1553.102000,2.4620E-008
1553.106000,2.4530E-008
1553.110000,4.8000E-008
1553.114000,2.3610E-008
1553.118000,-8.7720E-009
1553.122000,4.9630E-008
1553.126000,5.4930E-008
1553.130000,3.3770E-008
1553.134000,-2.0680E-009
1553.138000,1.7680E-008
1553.142000,1.5510E-009
1553.146000,4.0790E-008
1553.150000,5.8240E-008
1553.154000,6.6200E-008
1553.158000,2.4210E-008
1553.162000,5.0380E-008
1553.166000,1.0860E-008
1553.170000,2.3340E-008
1553.174000,4.3700E-008
1553.178000,4.3980E-008
1553.182000,2.0250E-008
1553.186000,6.9630E-009
1553.190000,1.4080E-008
1553.194000,1.6810E-008
1553.198000,6.3540E-008
1553.202000,3.4410E-008
1553.206000,2.8980E-008
1553.210000,2.4370E-008
1553.214000,-2.4860E-009
1553.218000,3.8320E-008
1553.222000,5.6630E-008
1553.226000,3.1300E-008
1553.230000,3.0550E-008
1553.234000,2.6250E-008
1553.238000,3.4570E-008
1553.242000,6.2630E-008
1553.246000,3.4790E-008
1553.250000,2.3280E-008
1553.254000,2.6570E-008
1553.258000,4.8060E-008
1553.262000,4.2450E-008
1553.266000,5.1740E-008
1553.270000,1.2790E-008
1553.274000,7.1220E-008
1553.278000,5.6200E-008
1553.282000,5.4590E-008
1553.286000,3.3050E-008
1553.290000,7.5470E-008
1553.294000,5.9400E-008
1553.298000,3.5360E-008
1553.302000,7.3330E-008
1553.306000,7.3880E-008
1553.310000,5.6450E-008
1553.314000,4.2290E-008
1553.318000,4.3640E-008
1553.322000,7.2020E-008
1553.326000,4.0290E-008
1553.330000,4.7150E-008
1553.334000,2.7590E-008
1553.338000,7.7260E-008
1553.342000,7.8580E-008
1553.346000,5.0970E-008
1553.350000,8.5740E-008
1553.354000,1.0460E-007
1553.358000,1.0510E-007
1553.362000,1.2430E-007
1553.366000,1.0630E-007
1553.370000,1.6060E-007
1553.374000,1.2950E-007
1553.378000,1.3860E-007
1553.382000,1.5560E-007
1553.386000,1.1840E-007
1553.390000,1.2210E-007
1553.394000,1.4960E-007
1553.398000,1.6640E-007
1553.402000,1.7660E-007
1553.406000,1.6720E-007
1553.410000,1.9180E-007
1553.414000,2.2250E-007
1553.418000,2.2780E-007
1553.422000,1.9860E-007
1553.426000,2.5890E-007
1553.430000,2.7430E-007
1553.434000,3.6680E-007
1553.438000,3.0160E-007
1553.442000,3.7040E-007
1553.446000,3.3950E-007
1553.450000,3.6290E-007
1553.454000,4.7000E-007
1553.458000,5.6750E-007
1553.462000,6.8720E-007
1553.466000,7.9830E-007
1553.470000,9.2560E-007
1553.474000,1.0680E-006
1553.478000,1.3360E-006
1553.482000,1.5180E-006
1553.486000,1.7240E-006
1553.490000,2.1520E-006
1553.494000,3.0800E-006
1553.498000,3.9980E-006
1553.502000,5.3590E-006
1553.506000,7.3860E-006
1553.510000,9.8390E-006
1553.514000,1.3970E-005
1553.518000,2.2030E-005
1553.522000,3.6910E-005
1553.526000,6.0150E-005
1553.530000,9.2290E-005
1553.534000,1.3620E-004
1553.538000,1.8690E-004
1553.542000,2.3490E-004
1553.546000,2.7910E-004
1553.550000,3.1090E-004
1553.554000,3.3570E-004
1553.558000,3.5540E-004
1553.562000,3.5900E-004
1553.566000,3.5540E-004
1553.570000,4.0990E-004
1553.574000,6.2630E-004
1553.578000,9.7890E-004
1553.582000,1.5860E-003
1553.586000,2.2080E-003
1553.590000,3.1430E-003
1553.594000,5.0550E-003
1553.598000,8.8990E-003
1553.602000,1.5290E-002
1553.606000,2.6410E-002
1553.610000,4.0790E-002
1553.614000,6.1200E-002
1553.618000,8.1520E-002
1553.622000,1.0230E-001
1553.626000,1.1740E-001
1553.630000,1.2520E-001
1553.634000,1.2450E-001
1553.638000,1.1530E-001
1553.642000,9.9330E-002
1553.646000,8.0090E-002
1553.650000,6.0900E-002
1553.654000,4.2830E-002
1553.658000,2.8550E-002
1553.662000,1.7650E-002
1553.666000,1.0190E-002
1553.670000,5.6300E-003
1553.674000,2.6760E-003
1553.678000,1.5640E-003
1553.682000,9.4310E-004
1553.686000,6.4490E-004
1553.690000,4.8460E-004
1553.694000,3.9510E-004
1553.698000,3.5250E-004
1553.702000,3.3390E-004
1553.706000,3.2460E-004
1553.710000,3.1430E-004
1553.714000,2.9870E-004
1553.718000,2.7230E-004
1553.722000,2.3480E-004
1553.726000,1.8850E-004
1553.730000,1.4710E-004
1553.734000,1.0520E-004
1553.738000,7.2370E-005
1553.742000,4.9260E-005
1553.746000,2.8390E-005
1553.750000,1.7220E-005
1553.754000,1.0230E-005
1553.758000,6.5940E-006
1553.762000,4.4460E-006
1553.766000,3.1520E-006
1553.770000,2.3820E-006
1553.774000,1.8990E-006
1553.778000,1.5650E-006
1553.782000,1.3130E-006
1553.786000,1.0900E-006
1553.790000,9.3220E-007
1553.794000,8.5070E-007
1553.798000,6.9470E-007
1553.802000,6.9960E-007
1553.806000,5.9700E-007
1553.810000,5.7430E-007
1553.814000,4.5970E-007
1553.818000,3.4250E-007
1553.822000,3.8250E-007
1553.826000,3.5910E-007
1553.830000,2.6530E-007
1553.834000,3.0950E-007
1553.838000,3.0030E-007
1553.842000,2.8840E-007
1553.846000,2.1100E-007
1553.850000,1.9330E-007
1553.854000,2.2760E-007
1553.858000,2.1890E-007
1553.862000,2.1710E-007
1553.866000,1.7690E-007
1553.870000,1.5530E-007
1553.874000,1.4080E-007
1553.878000,1.2450E-007
1553.882000,1.2780E-007
1553.886000,1.2170E-007
1553.890000,1.0830E-007
1553.894000,8.9090E-008
1553.898000,7.9770E-008
1553.902000,9.6690E-008
1553.906000,8.4880E-008
1553.910000,6.8350E-008
1553.914000,6.7330E-008
1553.918000,8.2820E-008
1553.922000,9.1350E-008
1553.926000,7.9180E-008
1553.930000,8.1290E-008
1553.934000,5.7520E-008
1553.938000,5.7680E-008
1553.942000,4.3260E-008
1553.946000,7.1800E-008
1553.950000,8.6930E-008
1553.954000,8.4930E-008
1553.958000,2.2460E-008
1553.962000,4.6580E-008
1553.966000,4.5630E-008
1553.970000,5.3050E-008
1553.974000,7.7640E-008
1553.978000,5.2350E-008
1553.982000,7.8590E-008
1553.986000,4.2530E-008
1553.990000,5.8950E-008
1553.994000,2.6730E-008
1553.998000,9.0810E-008
1554.002000,3.7400E-008
1554.006000,-5.5930E-009
1554.010000,5.8790E-008
1554.014000,2.3050E-008
1554.018000,4.5940E-008
1554.022000,3.6340E-008
1554.026000,6.6470E-008
1554.030000,4.2220E-008
1554.034000,6.1830E-008
1554.038000,4.6740E-008
1554.042000,9.1560E-010
1554.046000,3.2020E-008
1554.050000,5.7410E-008
1554.054000,-1.0940E-009
1554.058000,3.2200E-008
1554.062000,6.9260E-008
1554.066000,3.1020E-008
1554.070000,4.0110E-008
1554.074000,4.0600E-009
1554.078000,4.6370E-008
1554.082000,1.6060E-008
1554.086000,4.2690E-008
1554.090000,5.1010E-008
1554.094000,1.0070E-008
1554.098000,4.3940E-008
1554.102000,4.6560E-008
1554.106000,3.2000E-008
1554.110000,2.7620E-008
1554.114000,8.6580E-009
1554.118000,5.5680E-008
1554.122000,1.8260E-008
1554.126000,2.9860E-008
1554.130000,3.9060E-008
1554.134000,2.4940E-008
1554.138000,2.8210E-008
1554.142000,2.8480E-008
1554.146000,2.7350E-008
1554.150000,2.8890E-008
1554.154000,1.6960E-008
1554.158000,6.2250E-008
1554.162000,1.2890E-008
1554.166000,1.4570E-008
1554.170000,1.5360E-008
1554.174000,6.1660E-008
1554.178000,2.2890E-008
1554.182000,1.6780E-008
1554.186000,2.5170E-008
1554.190000,-1.2360E-008
1554.194000,2.9770E-008
1554.198000,4.6280E-008
1554.202000,4.4810E-008
1554.206000,2.2440E-008
1554.210000,7.2170E-008
1554.214000,-1.3530E-008
1554.218000,1.9150E-008
1554.222000,1.8060E-008
1554.226000,5.7140E-008
1554.230000,1.3230E-008
1554.234000,2.0120E-008
1554.238000,3.1450E-009
1554.242000,2.4460E-008
1554.246000,-1.0090E-008
1554.250000,2.8600E-008
1554.254000,2.3120E-008
1554.258000,2.5820E-008
1554.262000,3.4160E-008
1554.266000,2.9780E-008
1554.270000,8.5790E-009
1554.274000,1.6700E-008
1554.278000,5.4800E-008
1554.282000,5.7840E-008
1554.286000,1.1820E-008
1554.290000,2.2800E-008
1554.294000,3.1710E-008
1554.298000,-5.4730E-009
1554.302000,5.2090E-008
1554.306000,2.4140E-008
1554.310000,2.7710E-008
1554.314000,1.8830E-008
1554.318000,-1.7470E-008
1554.322000,4.6530E-008
1554.326000,2.2980E-008
1554.330000,-4.7760E-010
1554.334000,2.6750E-008
1554.338000,2.3230E-008
1554.342000,2.6140E-008
1554.346000,6.3290E-009
1554.350000,2.5780E-008
1554.354000,2.7160E-008
1554.358000,-2.7460E-009
1554.362000,4.7190E-008
1554.366000,-4.1190E-009
1554.370000,1.6760E-008
1554.374000,-5.7720E-009
1554.378000,4.6510E-008
1554.382000,3.2230E-009
1554.386000,5.6250E-008
1554.390000,2.2150E-008
1554.394000,4.3040E-008
1554.398000,1.3230E-008
1554.402000,1.3530E-009
1554.406000,3.5930E-008
1554.410000,2.6660E-009
1554.414000,3.1450E-009
1554.418000,1.0230E-008
1554.422000,5.2090E-008
1554.426000,2.0260E-008
1554.430000,2.3990E-008
1554.434000,9.1170E-009
1554.438000,-1.2480E-008
1554.442000,2.7660E-008
1554.446000,-7.5640E-010
1554.450000,8.6180E-009
1554.454000,3.7020E-008
1554.458000,-5.9110E-009
1554.462000,3.1880E-008
1554.466000,3.6020E-008
1554.470000,3.0980E-008
1554.474000,2.1400E-008
1554.478000,4.3970E-008
1554.482000,2.5080E-008
1554.486000,3.6630E-008
1554.490000,1.8580E-008
1554.494000,6.9670E-009
1554.498000,4.4370E-008
1554.502000,1.3930E-008
1554.506000,2.1850E-008
1554.510000,1.1340E-009
1554.514000,2.2410E-008
1554.518000,2.4140E-008
1554.522000,8.1950E-009
1554.526000,2.9290E-008
1554.530000,3.9570E-008
1554.534000,3.1800E-008
1554.538000,3.1360E-008
1554.542000,2.6450E-009
1554.546000,1.9730E-008
1554.550000,2.8140E-008
1554.554000,3.1160E-008
1554.558000,1.3110E-008
1554.562000,1.2410E-008
1554.566000,7.7190E-009
1554.570000,4.0980E-008
1554.574000,2.4620E-008
1554.578000,5.2740E-008
1554.582000,2.4020E-008
1554.586000,2.6300E-008
1554.590000,5.4310E-009
1554.594000,4.7930E-008
1554.598000,4.7270E-008
1554.602000,2.8680E-008
1554.606000,4.2000E-008
1554.610000,-7.2400E-009
